age,occupation,monthly_income,city_type,date,food,transport,rent,entertainment,utilities,shopping,others,total_expense,overspending_habit
60,Business,24792,Rural,2023-11-28,3963.5549071478463,1789.9001521719786,2673.120573691056,1248.5643225259082,1453.2584116315631,3237.6600845825474,689.1554765964205,15055.21392834732,0
46,Student,75982,Rural,2023-10-15,9882.37513789514,6310.891186089806,7989.370348607089,13622.583155392093,4354.371911595105,6783.73159494878,2419.693156656209,51363.016491184215,0
53,Salaried,33237,Urban,2023-04-01,4170.6373357068305,1922.4840841727707,10356.254758793812,4537.622097555324,2243.8860894372906,4409.507267512803,1519.76754836878,29160.159181547613,1
30,Salaried,71586,Semi-Urban,2023-05-05,13649.0793763043,5041.819771709694,15010.601446700803,2939.628336987461,2209.549980353006,9198.023537840638,1592.351785305267,49641.05423520117,0
49,Freelancer,101787,Urban,2023-05-06,20240.596031310357,8523.62520899268,31042.999420484208,14983.684598326861,5797.239474036132,5529.272775337034,4594.132996615906,90711.55050510318,1
24,Freelancer,39252,Urban,2023-02-21,4591.0084899675285,3331.234941967958,11224.561002465456,1365.6446664417722,1933.5435948168329,2627.0822325627532,1644.004062893812,26717.078991116112,0
39,Business,30707,Rural,2023-04-13,3800.193435277667,2061.1652392166798,3205.578502528946,1533.7464629696556,1385.4852433783717,4039.879772333715,779.2299055141125,16805.278561219147,0
45,Student,54206,Rural,2023-12-27,5866.1819359457695,3600.2481050460224,5269.353534027757,3685.2572333246353,2433.683954994497,6992.095362227737,1148.0605644567179,28994.880690023136,0
19,Business,114276,Urban,2023-07-06,16361.666719517843,7897.933845163766,34577.956981613715,11157.832947327877,5761.226398716794,16991.433856111205,3321.7155555930167,96069.76630404423,1
59,Freelancer,23543,Urban,2023-07-24,2426.972844444716,1372.1603975948594,6853.149769549134,1227.611445681826,797.6878162296664,2195.7616915362546,709.6677883654326,15583.01175340189,0
62,Student,64135,Semi-Urban,2023-01-14,7199.918370403782,4156.32360858974,13599.872110710781,9693.583279171118,3755.6312427851594,7132.1139453850155,2104.6179155318277,47642.06047257742,0
23,Student,136469,Semi-Urban,2023-04-14,16908.858962895993,9341.403350252092,27478.01442694209,7444.755832454081,5267.138055737674,8412.805487849215,6331.207427487414,81184.18354361856,0
45,Freelancer,133824,Rural,2023-04-27,19274.844366702302,10874.593922446295,13363.220722273612,12188.643922691528,6942.440387761175,13125.209247562216,6388.494088265858,82157.44665770298,0
45,Salaried,124647,Semi-Urban,2023-10-31,21435.41490782653,6927.568065053187,24284.80892239363,10607.285244776884,7906.864385244711,13027.990127361818,4566.27542363679,88756.20707629355,0
61,Salaried,55031,Semi-Urban,2023-04-03,8980.690287867785,3959.799008727397,11366.59824696781,2068.8182459596196,3766.9363194687858,6879.7270108258335,2142.64442862459,39165.213548441825,0
61,Student,62929,Rural,2023-05-24,8283.483072554962,3652.8883935082254,6111.585927657889,4802.135389530946,3483.018817754918,5554.372524712135,2416.384984325751,34303.86911004483,0
37,Business,85747,Semi-Urban,2023-04-20,15552.347510003052,4400.04201868164,17050.642095860552,7125.478462273936,4445.619996352929,9873.562011165395,3044.043519101908,61491.73561343941,0
47,Salaried,77851,Urban,2023-06-12,15506.94251780626,4105.167061860406,23337.389643544753,2833.7108835580025,2833.1086318441426,6874.5418618412095,1920.2885499021334,57411.149150356905,0
28,Business,75311,Semi-Urban,2023-02-22,14788.724415536137,7330.734243747423,14734.41929244121,5631.932795888878,3867.2298530895455,9907.817108962305,2923.8266896277123,59184.684399293204,0
45,Salaried,132113,Rural,2023-01-03,13214.635252011165,11646.912880302973,13704.996242592237,8677.259706035316,8734.883372429538,18607.405357237603,4718.726300333441,79304.81911094226,0
42,Salaried,125331,Urban,2023-03-09,20153.077300409328,12511.305389819556,37196.94046962283,6607.852251729785,4676.219439788746,17494.539935159475,5305.844232021945,103945.77901855166,1
56,Business,85867,Semi-Urban,2023-09-03,9493.823450394106,8508.420857265786,17635.323416322233,16274.934738981525,2741.39255255741,8629.297922680711,3516.9361725917206,66800.1291107935,0
50,Freelancer,108780,Urban,2023-05-18,16784.172946972492,9064.89556593837,33269.748127180945,6113.82699961671,6956.127141352131,7211.201387636832,3059.6095519730716,82459.58172067054,0
18,Salaried,77196,Urban,2023-11-04,8054.2108475909845,5266.414606391802,22918.61908964824,14386.936831540766,4332.6430089472115,7231.123459938483,3054.137720815166,65244.08556487265,1
44,Salaried,93705,Semi-Urban,2023-12-18,9865.106386007285,5529.867214130097,18994.89571048351,7018.099445685488,5712.761527767179,8461.559242211779,3905.3079487025075,59487.59747498785,0
30,Business,77894,Semi-Urban,2023-10-14,13117.196402444339,7646.828190737052,15009.060452849359,13134.296955726368,4211.773578150117,11673.567834906617,2028.011127097875,66820.73454191172,1
58,Freelancer,107640,Rural,2023-03-07,16395.918766927934,7245.169326114806,10815.785937158,4978.242591126483,3434.1998565573926,11545.094545754724,3237.3407567777995,57651.751780417144,0
20,Salaried,127437,Rural,2023-12-13,15062.306641461513,8435.91883671432,11842.26040289549,12301.615489001835,6785.499873617897,16755.017644482083,4166.367412226704,75348.98630039985,0
56,Salaried,34591,Urban,2023-11-21,6583.755766578193,2565.4730300857,10525.190644401338,2228.5451895043157,2052.3231812943172,3689.6700380332936,973.6663509670861,28618.624200864248,1
23,Freelancer,117247,Rural,2023-06-04,13431.107342898631,9415.663311168126,11703.059923094073,16029.81037573704,5372.808440474533,11897.949115028718,5253.462529590469,73103.86103799159,0
25,Salaried,68893,Urban,2023-03-28,7413.583003952784,4645.094501335594,21313.212245420767,5193.820895207757,2865.833946561131,9268.41725615059,2397.3942393711673,53097.35608799979,0
44,Freelancer,20727,Urban,2023-02-02,3105.633965119192,2048.4362889803183,7112.333006472756,1142.0014849744728,738.3613439919883,1711.3594359928054,433.4947960942242,16291.620321625756,0
26,Freelancer,41359,Rural,2023-03-09,4221.793902645507,2885.8700016611224,5017.939645394469,3763.4627793216023,2086.880566719959,4405.669789884439,834.5421047576044,23216.158790384707,0
54,Business,63822,Rural,2023-07-06,7757.5714767622585,3270.156716460312,6891.279065390776,2565.33841958022,4133.232966971017,7296.924434741616,1715.6987631775758,33630.20184308378,0
50,Student,121547,Rural,2023-07-11,14071.743138051776,9891.644976154717,12956.373960564648,9758.427066987044,5341.00199449743,13216.821385411826,3564.1045536229512,68800.11707529039,0
59,Freelancer,135336,Semi-Urban,2023-08-01,27055.69057695566,11834.045020483654,27295.963279513508,8069.833954174939,7406.4103341826985,11390.095143007922,2823.9135573867616,95875.95186570515,0
61,Business,123399,Urban,2023-03-29,17215.252857028612,11910.9701327668,37272.30218954773,4427.173486227233,8070.263075973314,9487.838753389358,3370.4073503074646,91754.2078452405,0
41,Student,132113,Urban,2023-12-17,17136.257915847455,10418.44595106543,39723.27618686795,21719.240175514493,7755.2279059697485,10787.524929985542,5741.886704154957,113281.85976940556,1
32,Salaried,108534,Urban,2023-04-18,12756.236304114287,9673.748236084206,32887.82021050056,8446.613146790643,5346.616656152401,12665.934434798497,2430.5007795385245,84207.46976797914,0
49,Student,30929,Rural,2023-08-28,5726.662449921988,1632.3510192269703,2390.383019742995,2176.6370225877718,1842.6402762328007,1782.2884633665274,1472.9300480796771,17023.89229915873,0
49,Freelancer,148588,Rural,2023-08-04,29325.441331999824,11931.246215343488,14821.286910753674,12169.007729877241,6409.238490703792,14758.717573480955,7055.631463168949,96470.56971532792,0
41,Freelancer,80091,Rural,2023-06-26,15663.039866301968,7717.044628682774,7533.996133927681,3706.0374530000563,3356.3399177753886,7539.054830230416,2356.6794677376347,47872.192297655914,0
58,Freelancer,100378,Rural,2023-02-22,13794.07320106952,8133.814798998881,10562.851354187953,8179.710257801589,6281.348352650844,5341.960602595564,2151.3026702112256,54445.061237515576,0
29,Freelancer,43519,Rural,2023-11-26,7787.2157066208465,3335.902863437283,4508.181347524242,5817.666929876864,1750.0100525269015,4954.00409943111,1992.1021002717955,30145.083099689044,0
56,Freelancer,37393,Semi-Urban,2023-02-18,7168.176017080419,2805.259310388061,7569.548465476396,7041.605739819395,1925.9258678298334,3802.3390845416907,1763.1742227198604,32076.028707855654,1
19,Business,54318,Rural,2023-04-24,9722.55655423133,5184.85007434464,4868.294109562308,3623.351937890197,3459.996043237361,3319.6327692358423,2381.2937669081825,32559.975255409867,0
20,Freelancer,94531,Urban,2023-04-05,11182.765690759103,8546.16370137587,28583.301875113735,4114.605405773918,4625.795757060361,11172.66772907032,3688.1824572026644,71913.48261635598,0
54,Business,114192,Rural,2023-01-25,16298.02118320908,10844.623133526926,11457.72682897569,7469.379898751159,3710.100774663782,16239.477155177176,2890.598856315623,68909.92783061945,0
34,Salaried,67934,Urban,2023-05-12,10382.656840391888,6126.178071676433,19811.106553911286,4545.880395661538,2692.0475449271376,8557.61199805392,2508.818586948839,54624.29999157104,1
19,Freelancer,125796,Rural,2023-06-28,23347.43393342675,11916.390926498163,12877.066964890797,10161.472204126741,6537.467667414717,11125.75969049445,4961.839267329868,80927.43065418149,0
19,Freelancer,130805,Rural,2023-05-25,24961.369339526005,9265.443858116714,12709.320052747591,7480.8145623158625,6202.237480793132,7502.465039543018,4572.060548142983,72693.71088118531,0
45,Student,101103,Urban,2023-12-30,15107.965342060521,8029.821815296991,30056.54006094266,17482.48120917286,6584.702144706111,14715.248355203257,3792.2083766552564,95768.96730403767,1
40,Salaried,48840,Urban,2023-07-17,5092.01421919101,4808.874305326281,15063.724121792513,2613.792521675226,1752.68728460273,3142.456502161967,1222.579103875746,33696.12805862547,0
54,Freelancer,138089,Urban,2023-11-21,14438.206393713084,13133.328487844596,41508.23646565467,10908.638673956875,8716.777037454054,17834.760602354527,6418.12383925276,112958.07150023055,1
49,Freelancer,109367,Urban,2023-03-25,21515.273630168642,7869.341796124086,33710.77093333678,19754.993624628616,3590.1607187769446,12924.80746176306,4440.464227330105,103805.81239212822,1
50,Salaried,33265,Semi-Urban,2023-06-06,6339.845165455841,2283.529369330881,6822.823000543635,1026.329321908393,1439.8093172464855,1870.3037550671847,1186.103133170729,20968.74306272315,0
18,Business,25424,Urban,2023-03-26,4620.678906648878,1533.6299502344725,7682.082091115557,3668.190090225482,885.4553442609126,2570.358243813872,568.8482361707762,21529.242862469953,1
36,Freelancer,40625,Rural,2023-09-10,6448.628188998082,2094.9042169996,3275.929943736751,6845.305349354674,2179.787045960735,2149.0094035058924,1511.3029603768996,24504.867108932634,0
19,Student,99622,Rural,2023-03-13,18315.529857779136,8579.029110718913,9224.570207841598,7120.305653770772,5667.505542495732,5352.004678096681,4548.783363487996,58807.72841419083,0
61,Freelancer,49187,Semi-Urban,2023-08-11,9376.357447049488,4550.909798493471,10486.662935978227,4040.5922251687175,2721.874852906631,5797.312649435715,2173.6649587980346,39147.37486783029,0
43,Student,55929,Urban,2023-10-03,9298.18762776894,3712.9220480135773,16530.62220432271,5189.876900401575,1716.1748454619785,6704.883628841145,2720.5726118876964,45873.23986669763,1
49,Student,81892,Rural,2023-10-10,13972.643729419839,8164.272027013855,8564.289811056662,2653.7440032039035,5165.779729113195,6425.491274853472,2733.6955497233726,47679.91612438429,0
23,Freelancer,40539,Semi-Urban,2023-09-21,5319.08941789572,2571.29574558171,7970.611407339571,2290.9643477835534,2243.1665107726694,5323.38365368327,1172.0903073467266,26890.601390403222,0
49,Freelancer,76630,Rural,2023-09-03,9300.74519407512,6386.709230339716,8003.640131661563,14795.658080654955,2347.7767181166882,10368.350593798814,2730.331895390978,53933.21184403783,0
21,Student,110639,Semi-Urban,2023-12-07,17937.924184391184,6037.4122406137185,21993.029865744094,5079.565772412413,4444.258124131949,11109.207939264099,4909.459416899499,71510.85754345695,0
28,Salaried,113410,Semi-Urban,2023-03-02,19776.219528772814,9021.765267996901,22760.836385506933,6794.554485425647,7814.901524063874,12023.64375757044,3132.2698769776734,81324.19082631428,0
34,Salaried,29215,Urban,2023-09-16,3593.710248944976,2353.7839397047887,8810.155054621857,3813.6923919325354,1846.4643939479881,3517.843457890058,1164.3602809383738,25100.009767980577,1
55,Freelancer,59385,Semi-Urban,2023-01-07,6346.953935737548,4044.284333124671,12747.764521465573,11305.790346793981,2459.82869461529,3901.9441832227353,1987.7726500936787,42794.338665053474,0
41,Business,107580,Rural,2023-07-07,14586.023213706696,9048.695680301525,11690.86962016864,5961.0187192386775,3495.1630597571275,15035.53150174738,2274.078959376159,62091.3807542962,0
22,Salaried,97462,Rural,2023-01-04,19032.046986835816,8111.662010630852,10629.578416883898,4286.006266612791,3082.5273378010643,9631.292090278344,3266.799776925007,58039.912885967766,0
51,Freelancer,133396,Urban,2023-08-19,17761.574328310835,13057.177152877735,40663.96746432286,23519.14767263931,4870.865786852786,16465.38053627183,5577.336602213732,121915.44954348907,1
23,Salaried,117037,Urban,2023-05-13,16678.570383549668,11263.558425759951,34445.05576445802,17404.997040438175,3807.0934797150558,15161.56937922303,4523.805598113411,103284.6500712573,1
39,Business,115310,Semi-Urban,2023-05-05,15162.576664810491,6709.967677453025,22142.29554005748,4805.220206277973,5550.030102767815,8615.6976296613,3202.0970463904027,66187.88486741848,0
28,Freelancer,45008,Urban,2023-01-15,8441.59411109805,3409.6658203568613,13960.903946256829,5963.549487570107,2007.6508924942689,4407.045398757405,1151.8674945789999,39342.277151112525,1
33,Business,68928,Rural,2023-01-13,7721.256256875809,6445.8149422218585,7771.663254199593,2448.0791658011694,3030.126472725021,10051.671177674229,1550.5251582406363,39019.13642773831,0
50,Freelancer,103096,Rural,2023-04-28,16945.285097830518,10166.40672306072,11266.047337162749,6493.566836599662,3764.0312806372926,7238.208453691404,4813.350362952338,60686.89609193468,0
26,Business,109876,Urban,2023-08-28,21004.80817837341,8833.369187512535,33495.15279893982,8987.32803305938,6205.012396026045,14583.588269350917,4456.81214339535,97566.07100665745,1
23,Salaried,44976,Urban,2023-09-20,6899.328770329953,2781.6674681882473,13980.576288237236,2839.813908072597,1879.6220311968698,5855.63356977621,1839.581726684334,36076.223762485446,1
33,Salaried,133942,Urban,2023-12-26,25949.11357640486,7805.079207370426,40480.978569272986,6308.234598426653,8859.3684886909,8029.815054435961,5315.468740365192,102748.05823496699,0
46,Business,144984,Semi-Urban,2023-01-06,25967.877225001994,9822.070408371836,29905.07615876762,12983.483630181543,6058.117582460642,7358.533778633636,4189.996320669028,96285.1551040863,0
20,Business,47626,Semi-Urban,2023-11-16,6102.369246663959,4500.5727198419145,10459.442356509495,1663.6142340273734,2326.6155001491097,4992.785976198004,1085.2703234746534,31130.67035686451,0
37,Business,118256,Rural,2023-08-19,16289.736909176687,7787.644917561039,11897.712708654175,20846.565372709007,6875.33340907528,7530.010207242476,5249.198303234894,76476.20182765355,0
53,Freelancer,120537,Semi-Urban,2023-01-30,20232.64206448887,11385.171161994967,24006.07211887087,11158.385323047138,7790.422615457372,11311.304569458927,3788.9961538640932,89672.99400718223,0
36,Salaried,79789,Semi-Urban,2023-01-22,15421.713786246182,6842.5639502043705,16814.29069287615,14823.857444332263,4338.279335344907,4913.827722435337,2293.4885415324106,65448.021472971624,1
43,Freelancer,24700,Semi-Urban,2023-06-05,4863.040745533028,1629.4862919120428,4126.509739570742,1964.359752384504,1466.19620348916,1940.0805691092623,714.5749366956111,16704.24823869435,0
20,Salaried,129331,Semi-Urban,2023-04-28,18997.339870883654,6607.449333085115,26444.84602072233,6750.588696286497,8296.651429800711,16847.049505595394,5152.81359035856,89096.73844673227,0
